,index,target_name,target_accession,query_name,query_accession,eval_full_seq,score_full_seq,bias_full_seq,e_val_best_dom,score_best_dom,bias_best_dom,exp,reg,clu,ov,env,dom,rep,inc,target_description,sample_names,contig_id,gene_id
10114,392,China.pigfarm.SRR5976187_ctg_246565_00001,-,adeC-adeK-oprM,RF0021,2.3e-08,35.4,0.7,3.1e-08,35.0,0.7,1.2,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_246565,1
367,367,China.pigfarm.SRR5976186_ctg_591491_00009,-,adeC-adeK-oprM,RF0021,2.8e-08,35.3,30.3,1.3e-05,26.5,10.9,3.4,2,1,1,3,3,3,2,hypothetical protein     ,China.pigfarm.SRR5976186,ctg_591491,9
20941,824,China.pigfarm.SRR5976181_ctg_416401_00013,-,ClassB,RF0054,3.5e-08,35.3,0.1,7.9e-08,34.2,0.1,1.5,1,0,0,1,1,1,1,Ribonuclease J1     ,China.pigfarm.SRR5976181,ctg_416401,13
20942,825,China.pigfarm.SRR5976181_ctg_94139_00012,-,ClassB,RF0054,3.7e-08,35.3,0.0,5.2e-08,34.8,0.0,1.3,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ    ,China.pigfarm.SRR5976181,ctg_94139,12
6754,3203,China.pigfarm.SRR5976184_ctg_165900_00006,-,APH3',RF0173,4.1e-08,35.3,0.1,2.7e-06,29.3,0.1,2.2,1,1,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976184,ctg_165900,6
794,794,China.pigfarm.SRR5976186_ctg_85006_00013,-,ClassB,RF0054,3.5e-08,35.3,0.1,7.9e-08,34.2,0.1,1.5,1,0,0,1,1,1,1,Ribonuclease J1     ,China.pigfarm.SRR5976186,ctg_85006,13
10479,757,China.pigfarm.SRR5976187_ctg_664051_00003,-,ClassB,RF0054,3.2e-08,35.3,0.1,7.2e-08,34.2,0.1,1.5,1,0,0,1,1,1,1,Ribonuclease J1     ,China.pigfarm.SRR5976187,ctg_664051,3
4304,753,China.pigfarm.SRR5976184_ctg_104633_00006,-,ClassC-AmpC,RF0055,2.3e-08,35.3,0.0,1.5e-06,29.4,0.0,2.1,1,1,0,1,1,1,1,D-alanyl-D-alanine carboxypeptidase     ,China.pigfarm.SRR5976184,ctg_104633,6
3649,98,China.pigfarm.SRR5976184_ctg_286089_00008,-,adeA-adeI,RF0019,2.6e-08,35.3,0.8,3.6e-08,34.9,0.8,1.2,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976184,ctg_286089,8
13901,708,China.pigfarm.SRR5976185_ctg_345324_00015,-,ClassB,RF0054,3.6e-08,35.3,0.1,8.1e-08,34.2,0.1,1.5,1,0,0,1,1,1,1,Ribonuclease J1      ,China.pigfarm.SRR5976185,ctg_345324,15
114,114,China.pigfarm.SRR5976186_ctg_395406_00010,-,adeA-adeI,RF0019,2.9e-08,35.3,0.8,4e-08,34.9,0.8,1.2,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976186,ctg_395406,10
23781,3664,China.pigfarm.SRR5976181_ctg_153832_00011,-,vanW,RF0157,4.1e-08,35.3,0.0,1.2e-07,33.8,0.0,1.6,2,0,0,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_153832,11
20022,3451,China.pigfarm.SRR5976183_ctg_293689_00008,-,vanW,RF0157,3.9e-08,35.3,0.0,1.1e-07,33.8,0.0,1.6,2,0,0,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976183,ctg_293689,8
13307,114,China.pigfarm.SRR5976185_ctg_245585_00001,-,adeA-adeI,RF0019,3e-08,35.3,0.8,4.1e-08,34.9,0.8,1.2,1,0,0,1,1,1,1,hypothetical protein      ,China.pigfarm.SRR5976185,ctg_245585,1
6872,109,China.pigfarm.SRR5976182_ctg_309338_00004,-,adeA-adeI,RF0019,2.3e-08,35.3,0.8,3.1e-08,34.9,0.8,1.2,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976182,ctg_309338,4
13189,3467,China.pigfarm.SRR5976187_ctg_540182_00002,-,APH3',RF0173,4.2e-08,35.3,0.1,2.8e-06,29.3,0.1,2.2,1,1,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_540182,2
4190,639,China.pigfarm.SRR5976184_ctg_500117_00003,-,ClassB,RF0054,3.1e-08,35.3,0.0,6.7e-06,27.7,0.0,2.4,3,0,0,3,3,2,1,hypothetical protein     ,China.pigfarm.SRR5976184,ctg_500117,3
13097,3375,China.pigfarm.SRR5976187_ctg_678258_00008,-,vanW,RF0157,3.6e-08,35.3,0.0,1.1e-07,33.8,0.0,1.6,2,0,0,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_678258,8
10352,630,China.pigfarm.SRR5976187_ctg_29387_00005,-,Chlor_Efflux_Pump,RF0051,2.9e-08,35.3,1.6,2.9e-08,35.3,1.6,2.4,2,1,0,2,2,2,1,D-xylose-proton symporter     ,China.pigfarm.SRR5976187,ctg_29387,5
13902,709,China.pigfarm.SRR5976185_ctg_652871_00005,-,ClassB,RF0054,4e-08,35.2,0.1,9.2e-08,34.0,0.1,1.6,1,0,0,1,1,1,1,Ribonuclease J1      ,China.pigfarm.SRR5976185,ctg_652871,5
12439,2717,China.pigfarm.SRR5976187_ctg_567004_00004,-,tet_MFS_efflux,RF0134,2.8e-08,35.2,28.1,2.9e-06,28.6,14.5,3.1,1,1,2,3,3,3,2,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_567004,4
3845,294,China.pigfarm.SRR5976184_ctg_405510_00003,-,adeC-adeK-oprM,RF0021,2.7e-08,35.2,13.3,1.8e-05,25.8,10.1,2.7,3,0,0,3,3,3,2,hypothetical protein     ,China.pigfarm.SRR5976184,ctg_405510,3
7230,467,China.pigfarm.SRR5976182_ctg_691088_00002,-,Chlor_Acetyltrans_CAT,RF0050,3.8e-08,35.2,0.0,5.9e-08,34.6,0.0,1.3,1,0,0,1,1,1,1,Galactoside O-acetyltransferase     ,China.pigfarm.SRR5976182,ctg_691088,2
16956,385,China.pigfarm.SRR5976183_ctg_371373_00003,-,adeC-adeK-oprM,RF0021,2.9e-08,35.2,14.1,4.5e-06,28.0,9.0,3.0,1,1,1,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976183,ctg_371373,3
682,682,China.pigfarm.SRR5976186_ctg_32262_00010,-,Chlor_Phospho_CPT,RF0052,5.4e-08,35.2,0.0,1e-07,34.4,0.0,1.5,1,1,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976186,ctg_32262,10
10297,575,China.pigfarm.SRR5976187_ctg_550275_00001,-,Chlor_Acetyltrans_CAT,RF0050,4.7e-08,35.2,0.0,7.1e-08,34.6,0.0,1.3,1,1,0,1,1,1,1,Chloramphenicol acetyltransferase 3    ,China.pigfarm.SRR5976187,ctg_550275,1
2161,2161,China.pigfarm.SRR5976186_ctg_385508_00032,-,RND_efflux,RF0115,1.9e-08,35.2,10.2,2.8e-08,34.6,10.2,1.2,1,0,0,1,1,1,1,Protein translocase subunit SecDF   ,China.pigfarm.SRR5976186,ctg_385508,32
16557,3364,China.pigfarm.SRR5976185_ctg_96977_00036,-,APH3'',RF0172,4.4e-08,35.2,0.6,5.7e-07,31.5,0.6,2.1,1,1,0,1,1,1,1,30S ribosomal protein S12    ,China.pigfarm.SRR5976185,ctg_96977,36
4100,549,China.pigfarm.SRR5976184_ctg_267587_00004,-,ClassA,RF0053,3e-08,35.2,0.6,8.8e-07,30.4,0.1,2.1,2,0,0,2,2,2,1,D-alanyl-D-alanine carboxypeptidase DacF    ,China.pigfarm.SRR5976184,ctg_267587,4
17149,578,China.pigfarm.SRR5976183_ctg_338211_00006,-,Chlor_Acetyltrans_CAT,RF0050,4.8e-08,35.2,0.2,1.1e-07,34.0,0.0,1.7,2,0,0,2,2,2,1,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase     ",China.pigfarm.SRR5976183,ctg_338211,6
14810,1617,China.pigfarm.SRR5976185_ctg_509385_00002,-,MexH,RF0099,4.3e-08,35.2,1.9,8.9e-08,34.2,1.9,1.6,1,1,0,1,1,1,1,p-hydroxybenzoic acid efflux pump subunit AaeA  ,China.pigfarm.SRR5976185,ctg_509385,2
9854,132,China.pigfarm.SRR5976187_ctg_560492_00005,-,adeA-adeI,RF0019,2.9e-08,35.2,4.6,1.4e-07,33.0,4.6,1.8,1,1,0,1,1,1,1,Macrolide export protein MacA   ,China.pigfarm.SRR5976187,ctg_560492,5
9853,131,China.pigfarm.SRR5976187_ctg_439268_00010,-,adeA-adeI,RF0019,2.8e-08,35.2,5.2,1.5e-07,32.8,1.3,2.5,2,1,0,2,2,1,1,Macrolide export protein MacA   ,China.pigfarm.SRR5976187,ctg_439268,10
15217,2024,China.pigfarm.SRR5976185_ctg_114533_00001,-,RND_efflux,RF0115,2e-08,35.2,21.9,0.00011,22.7,2.4,2.1,2,0,0,2,2,2,2,hypothetical protein      ,China.pigfarm.SRR5976185,ctg_114533,1
6743,3192,China.pigfarm.SRR5976184_ctg_251038_00004,-,APH3'',RF0172,4e-08,35.1,0.0,4.7e-07,31.6,0.0,2.0,1,1,0,1,1,1,1,30S ribosomal protein S12   ,China.pigfarm.SRR5976184,ctg_251038,4
3650,99,China.pigfarm.SRR5976184_ctg_250608_00002,-,adeA-adeI,RF0019,3e-08,35.1,5.3,0.00042,21.5,0.0,2.6,2,1,0,2,2,2,2,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976184,ctg_250608,2
6744,3193,China.pigfarm.SRR5976184_ctg_201320_00002,-,APH3'',RF0172,4.1e-08,35.1,0.2,4.2e-07,31.8,0.2,2.1,1,1,0,1,1,1,1,30S ribosomal protein S12   ,China.pigfarm.SRR5976184,ctg_201320,2
368,368,China.pigfarm.SRR5976186_ctg_657483_00021,-,adeC-adeK-oprM,RF0021,3.5e-08,35.0,11.8,5e-08,34.4,11.8,1.1,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976186,ctg_657483,21
4192,641,China.pigfarm.SRR5976184_ctg_37302_00005,-,ClassB,RF0054,4e-08,35.0,0.0,7.6e-08,34.0,0.0,1.4,1,0,0,1,1,1,1,Ribonuclease J1     ,China.pigfarm.SRR5976184,ctg_37302,5
7404,641,China.pigfarm.SRR5976182_ctg_368396_00002,-,ClassB,RF0054,3.3e-08,35.0,0.0,4.7e-08,34.5,0.0,1.1,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ    ,China.pigfarm.SRR5976182,ctg_368396,2
4191,640,China.pigfarm.SRR5976184_ctg_247079_00004,-,ClassB,RF0054,3.9e-08,35.0,0.0,5.7e-08,34.5,0.0,1.1,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ    ,China.pigfarm.SRR5976184,ctg_247079,4
5970,2419,China.pigfarm.SRR5976184_ctg_341196_00001,-,tet_MFS_efflux,RF0134,3.1e-08,35.0,33.0,3.1e-08,35.0,33.0,1.4,2,0,0,2,2,1,1,hypothetical protein     ,China.pigfarm.SRR5976184,ctg_341196,1
20943,826,China.pigfarm.SRR5976181_ctg_551225_00013,-,ClassB,RF0054,4.4e-08,35.0,0.0,6.5e-08,34.4,0.0,1.1,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ    ,China.pigfarm.SRR5976181,ctg_551225,13
572,572,China.pigfarm.SRR5976186_ctg_539861_00003,-,Chlor_Acetyltrans_CAT,RF0050,6.3e-08,34.9,0.3,9.8e-08,34.2,0.3,1.2,1,0,0,1,1,1,1,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase     ",China.pigfarm.SRR5976186,ctg_539861,3
4193,642,China.pigfarm.SRR5976184_ctg_53626_00003,-,ClassB,RF0054,4e-08,34.9,0.0,1.1e-07,33.5,0.0,1.7,2,0,0,2,2,1,1,Ribonuclease J1     ,China.pigfarm.SRR5976184,ctg_53626,3
5971,2420,China.pigfarm.SRR5976184_ctg_162336_00001,-,tet_MFS_efflux,RF0134,3.4e-08,34.9,24.4,0.0016,19.5,2.0,3.1,1,1,2,3,3,3,3,hypothetical protein     ,China.pigfarm.SRR5976184,ctg_162336,1
6745,3194,China.pigfarm.SRR5976184_ctg_24876_00013,-,APH3'',RF0172,4.6e-08,34.9,0.1,3.9e-07,31.9,0.1,1.9,1,1,0,1,1,1,1,30S ribosomal protein S12   ,China.pigfarm.SRR5976184,ctg_24876,13
11901,2179,China.pigfarm.SRR5976187_ctg_8728_00009,-,RND_efflux,RF0115,2.1e-08,34.9,25.8,1.9e-05,25.2,10.3,2.5,2,1,0,2,2,2,2,Membrane protein YdfJ    ,China.pigfarm.SRR5976187,ctg_8728,9
2758,2758,China.pigfarm.SRR5976186_ctg_630267_00004,-,tet_MFS_efflux,RF0134,3.8e-08,34.9,24.4,0.0018,19.5,2.0,3.1,1,1,2,3,3,3,3,hypothetical protein     ,China.pigfarm.SRR5976186,ctg_630267,4
3928,377,China.pigfarm.SRR5976184_ctg_570508_00002,-,blaI,RF0042,5.9e-08,34.9,0.0,6.4e-08,34.7,0.0,1.0,1,0,0,1,1,1,1,Penicillinase repressor     ,China.pigfarm.SRR5976184,ctg_570508,2
4025,474,China.pigfarm.SRR5976184_ctg_488867_00002,-,Chlor_Acetyltrans_CAT,RF0050,5.5e-08,34.9,0.1,8.3e-08,34.3,0.1,1.4,1,1,0,1,1,1,1,Putative acetyltransferase     ,China.pigfarm.SRR5976184,ctg_488867,2
452,452,China.pigfarm.SRR5976186_ctg_398344_00003,-,blaI,RF0042,6.6e-08,34.9,0.0,7.2e-08,34.7,0.0,1.0,1,0,0,1,1,1,1,Penicillinase repressor     ,China.pigfarm.SRR5976186,ctg_398344,3
16957,386,China.pigfarm.SRR5976183_ctg_376550_00006,-,adeC-adeK-oprM,RF0021,3.6e-08,34.9,4.8,0.0029,18.7,0.1,2.0,1,1,1,2,2,2,2,hypothetical protein     ,China.pigfarm.SRR5976183,ctg_376550,6
17328,757,China.pigfarm.SRR5976183_ctg_152966_00007,-,ClassB,RF0054,4.7e-08,34.9,0.0,9e-08,34.0,0.0,1.4,1,0,0,1,1,1,1,Ribonuclease J1     ,China.pigfarm.SRR5976183,ctg_152966,7
2162,2162,China.pigfarm.SRR5976186_ctg_363900_00003,-,RND_efflux,RF0115,2.3e-08,34.9,22.2,0.00011,22.7,2.4,2.1,2,0,0,2,2,2,2,hypothetical protein     ,China.pigfarm.SRR5976186,ctg_363900,3
17032,461,China.pigfarm.SRR5976183_ctg_244454_00002,-,blaI,RF0042,6.5e-08,34.9,0.0,7.1e-08,34.7,0.0,1.0,1,0,0,1,1,1,1,Penicillinase repressor     ,China.pigfarm.SRR5976183,ctg_244454,2
7405,642,China.pigfarm.SRR5976182_ctg_528103_00013,-,ClassB,RF0054,3.7e-08,34.9,0.4,5.1e-08,34.4,0.4,1.2,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ    ,China.pigfarm.SRR5976182,ctg_528103,13
13709,516,China.pigfarm.SRR5976185_ctg_178521_00002,-,Chlor_Acetyltrans_CAT,RF0050,6.4e-08,34.9,0.1,9.6e-08,34.3,0.1,1.4,1,1,0,1,1,1,1,Putative acetyltransferase      ,China.pigfarm.SRR5976185,ctg_178521,2
12713,2991,China.pigfarm.SRR5976187_ctg_672486_00001,-,tet_ribosomoal_protect,RF0135,2.4e-08,34.9,0.0,2.6e-08,34.8,0.0,1.0,1,0,0,1,1,1,1,Elongation factor G 1   ,China.pigfarm.SRR5976187,ctg_672486,1
795,795,China.pigfarm.SRR5976186_ctg_312861_00008,-,ClassB,RF0054,4.7e-08,34.9,0.0,1e-07,33.8,0.0,1.5,1,0,0,1,1,1,1,Ribonuclease J1     ,China.pigfarm.SRR5976186,ctg_312861,8
7494,731,China.pigfarm.SRR5976182_ctg_329014_00004,-,ClassC-AmpC,RF0055,2.8e-08,34.9,0.0,0.0028,18.4,0.0,2.0,2,0,0,2,2,2,2,D-aminopeptidase      ,China.pigfarm.SRR5976182,ctg_329014,4
16698,127,China.pigfarm.SRR5976183_ctg_37900_00005,-,adeA-adeI,RF0019,3.9e-08,34.9,4.9,3.5e-06,28.4,0.0,2.5,2,1,1,3,3,3,1,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976183,ctg_37900,5
20754,637,China.pigfarm.SRR5976181_ctg_287041_00009,-,Chlor_Acetyltrans_CAT,RF0050,6.2e-08,34.9,0.1,9.3e-08,34.3,0.1,1.4,1,1,0,1,1,1,1,Putative acetyltransferase     ,China.pigfarm.SRR5976181,ctg_287041,9
13903,710,China.pigfarm.SRR5976185_ctg_31655_00073,-,ClassB,RF0054,5.1e-08,34.8,0.0,6.6e-08,34.5,0.0,1.1,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ     ,China.pigfarm.SRR5976185,ctg_31655,73
16563,3370,China.pigfarm.SRR5976185_ctg_649520_00002,-,APH3',RF0173,7e-08,34.8,0.4,3.4e-06,29.2,0.4,2.1,1,1,0,1,1,1,1,hypothetical protein      ,China.pigfarm.SRR5976185,ctg_649520,2
6874,111,China.pigfarm.SRR5976182_ctg_96176_00004,-,adeA-adeI,RF0019,3.3e-08,34.8,3.7,5.7e-07,30.7,0.5,2.0,2,0,0,2,2,2,1,Macrolide export protein MacA   ,China.pigfarm.SRR5976182,ctg_96176,4
3651,100,China.pigfarm.SRR5976184_ctg_418942_00004,-,adeA-adeI,RF0019,3.8e-08,34.8,3.7,6.5e-07,30.7,0.5,2.0,2,0,0,2,2,2,1,Macrolide export protein MacA   ,China.pigfarm.SRR5976184,ctg_418942,4
573,573,China.pigfarm.SRR5976186_ctg_594843_00022,-,Chlor_Acetyltrans_CAT,RF0050,6.5e-08,34.8,0.2,1.7e-07,33.5,0.1,1.6,1,1,1,2,2,2,1,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase     ",China.pigfarm.SRR5976186,ctg_594843,22
13611,418,China.pigfarm.SRR5976185_ctg_497436_00004,-,blaI,RF0042,7.1e-08,34.8,0.0,7.8e-08,34.7,0.0,1.0,1,0,0,1,1,1,1,Penicillinase repressor      ,China.pigfarm.SRR5976185,ctg_497436,4
20590,473,China.pigfarm.SRR5976181_ctg_254425_00008,-,adeC-adeK-oprM,RF0021,4e-08,34.8,13.3,4.2e-07,31.4,0.1,2.9,3,0,0,3,3,3,2,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_254425,8
16958,387,China.pigfarm.SRR5976183_ctg_451786_00006,-,adeC-adeK-oprM,RF0021,3.8e-08,34.8,11.6,6e-08,34.2,11.6,1.2,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976183,ctg_451786,6
12440,2718,China.pigfarm.SRR5976187_ctg_561212_00005,-,tet_MFS_efflux,RF0134,3.7e-08,34.8,25.9,1.6e-06,29.4,11.2,2.2,2,0,0,2,2,2,2,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_561212,5
1921,1921,China.pigfarm.SRR5976186_ctg_595227_00002,-,MexX,RF0101,4.1e-08,34.8,3.2,7e-08,34.0,1.8,1.9,1,1,0,1,1,1,1,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976186,ctg_595227,2
8486,1723,China.pigfarm.SRR5976182_ctg_377932_00005,-,norA,RF0109,4.6e-08,34.8,4.1,4.6e-08,34.8,4.1,2.9,2,2,2,4,4,3,1,hypothetical protein     ,China.pigfarm.SRR5976182,ctg_377932,5
9855,133,China.pigfarm.SRR5976187_ctg_238510_00003,-,adeA-adeI,RF0019,3.9e-08,34.8,3.7,6.7e-07,30.7,0.5,2.0,2,0,0,2,2,2,1,Macrolide export protein MacA   ,China.pigfarm.SRR5976187,ctg_238510,3
7231,468,China.pigfarm.SRR5976182_ctg_395968_00007,-,Chlor_Acetyltrans_CAT,RF0050,5.4e-08,34.7,0.8,1.1e-07,33.7,0.8,1.5,1,0,0,1,1,1,1,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase     ",China.pigfarm.SRR5976182,ctg_395968,7
13710,517,China.pigfarm.SRR5976185_ctg_155184_00003,-,Chlor_Acetyltrans_CAT,RF0050,7.3e-08,34.7,2.7,2.3e-07,33.1,0.1,2.5,2,1,1,3,3,3,1,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase      ",China.pigfarm.SRR5976185,ctg_155184,3
23859,3742,China.pigfarm.SRR5976181_ctg_129196_00004,-,APH3'',RF0172,6.1e-08,34.7,0.3,5.2e-07,31.6,0.3,2.0,1,1,0,1,1,1,1,30S ribosomal protein S12   ,China.pigfarm.SRR5976181,ctg_129196,4
17150,579,China.pigfarm.SRR5976183_ctg_557250_00001,-,Chlor_Acetyltrans_CAT,RF0050,6.9e-08,34.7,0.8,1.5e-07,33.7,0.8,1.5,1,0,0,1,1,1,1,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase     ",China.pigfarm.SRR5976183,ctg_557250,1
16558,3365,China.pigfarm.SRR5976185_ctg_12632_00004,-,APH3'',RF0172,6.5e-08,34.6,0.3,9.2e-07,30.9,0.3,2.5,1,1,0,1,1,1,1,30S ribosomal protein S12    ,China.pigfarm.SRR5976185,ctg_12632,4
3432,3432,China.pigfarm.SRR5976186_ctg_59002_00005,-,vanW,RF0157,6.5e-08,34.6,0.0,2.3e-07,32.8,0.0,1.8,2,0,0,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976186,ctg_59002,5
7599,836,China.pigfarm.SRR5976182_ctg_295384_00005,-,Erm23S_rRNA_methyltrans,RF0067,3.9e-08,34.6,0.0,6.1e-08,34.0,0.0,1.3,1,0,0,1,1,1,1,Ubiquinone biosynthesis O-methyltransferase    ,China.pigfarm.SRR5976182,ctg_295384,5
20105,3534,China.pigfarm.SRR5976183_ctg_294935_00087,-,APH3'',RF0172,6.2e-08,34.6,0.3,8.8e-07,30.9,0.3,2.5,1,1,0,1,1,1,1,30S ribosomal protein S12   ,China.pigfarm.SRR5976183,ctg_294935,87
9856,134,China.pigfarm.SRR5976187_ctg_119817_00012,-,adeA-adeI,RF0019,4.4e-08,34.6,1.3,4.5e-07,31.3,1.3,2.2,1,1,0,1,1,1,1,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976187,ctg_119817,12
16700,129,China.pigfarm.SRR5976183_ctg_386751_00002,-,adeA-adeI,RF0019,4.8e-08,34.6,1.5,5e-05,24.7,0.8,2.1,2,0,0,2,2,2,2,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976183,ctg_386751,2
19324,2753,China.pigfarm.SRR5976183_ctg_502217_00001,-,tet_MFS_efflux,RF0134,4.5e-08,34.6,19.8,4.5e-08,34.6,19.8,1.6,2,0,0,2,2,1,1,Multidrug resistance protein 3   ,China.pigfarm.SRR5976183,ctg_502217,1
9713,2950,China.pigfarm.SRR5976182_ctg_284186_00009,-,APH3'',RF0172,4.9e-08,34.6,0.3,7e-07,30.9,0.3,2.5,1,1,0,1,1,1,1,30S ribosomal protein S12   ,China.pigfarm.SRR5976182,ctg_284186,9
16513,3320,China.pigfarm.SRR5976185_ctg_14983_00004,-,ANT,RF0166,6.4e-08,34.6,0.1,7.6e-08,34.4,0.1,1.1,1,0,0,1,1,1,1,hypothetical protein      ,China.pigfarm.SRR5976185,ctg_14983,4
3538,3538,China.pigfarm.SRR5976186_ctg_266585_00005,-,APH3'',RF0172,6.3e-08,34.6,0.3,8.9e-07,30.9,0.3,2.5,1,1,0,1,1,1,1,30S ribosomal protein S12   ,China.pigfarm.SRR5976186,ctg_266585,5
20106,3535,China.pigfarm.SRR5976183_ctg_459648_00004,-,APH3'',RF0172,6.6e-08,34.6,0.2,5.8e-07,31.5,0.2,1.9,1,1,0,1,1,1,1,30S ribosomal protein S12   ,China.pigfarm.SRR5976183,ctg_459648,4
7232,469,China.pigfarm.SRR5976182_ctg_401037_00006,-,Chlor_Acetyltrans_CAT,RF0050,5.8e-08,34.6,0.2,1.4e-07,33.4,0.2,1.8,1,1,0,1,1,1,1,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase     ",China.pigfarm.SRR5976182,ctg_401037,6
13178,3456,China.pigfarm.SRR5976187_ctg_219410_00009,-,APH3'',RF0172,5.8e-08,34.6,0.3,8.2e-07,30.9,0.3,2.5,1,1,0,1,1,1,1,30S ribosomal protein S12   ,China.pigfarm.SRR5976187,ctg_219410,9
13310,117,China.pigfarm.SRR5976185_ctg_439270_00010,-,adeA-adeI,RF0019,4.9e-08,34.6,1.3,5.1e-07,31.3,1.3,2.2,1,1,0,1,1,1,1,Multidrug resistance protein MdtA    ,China.pigfarm.SRR5976185,ctg_439270,10
20944,827,China.pigfarm.SRR5976181_ctg_239918_00002,-,ClassB,RF0054,6e-08,34.6,0.0,8.4e-08,34.1,0.0,1.2,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ    ,China.pigfarm.SRR5976181,ctg_239918,2
23860,3743,China.pigfarm.SRR5976181_ctg_39826_00003,-,APH3'',RF0172,6.3e-08,34.6,0.3,9e-07,30.9,0.3,2.5,1,1,0,1,1,1,1,30S ribosomal protein S12   ,China.pigfarm.SRR5976181,ctg_39826,3
7292,529,China.pigfarm.SRR5976182_ctg_445954_00008,-,Chlor_Efflux_Pump,RF0051,4.1e-08,34.6,9.7,4.1e-08,34.6,9.7,3.1,2,1,1,3,3,3,2,D-xylose-proton symporter     ,China.pigfarm.SRR5976182,ctg_445954,8
6746,3195,China.pigfarm.SRR5976184_ctg_386618_00004,-,APH3'',RF0172,5.6e-08,34.6,0.3,8e-07,30.9,0.3,2.5,1,1,0,1,1,1,1,30S ribosomal protein S12   ,China.pigfarm.SRR5976184,ctg_386618,4
23782,3665,China.pigfarm.SRR5976181_ctg_725272_00006,-,vanW,RF0157,6.5e-08,34.6,0.0,2.3e-07,32.8,0.0,1.8,2,0,0,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_725272,6
4194,643,China.pigfarm.SRR5976184_ctg_98561_00002,-,ClassB,RF0054,5e-08,34.6,0.0,1.1e-07,33.5,0.0,1.5,1,0,0,1,1,1,1,Ribonuclease J     ,China.pigfarm.SRR5976184,ctg_98561,2
6875,112,China.pigfarm.SRR5976182_ctg_101436_00001,-,adeA-adeI,RF0019,3.7e-08,34.6,1.3,3.8e-07,31.3,1.3,2.2,1,1,0,1,1,1,1,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976182,ctg_101436,1
6650,3099,China.pigfarm.SRR5976184_ctg_297336_00009,-,vanW,RF0157,5.8e-08,34.6,0.0,2e-07,32.8,0.0,1.8,2,0,0,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976184,ctg_297336,9
10298,576,China.pigfarm.SRR5976187_ctg_467700_00003,-,Chlor_Acetyltrans_CAT,RF0050,7.8e-08,34.5,0.0,1.3e-07,33.7,0.0,1.3,1,1,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_467700,3
17329,758,China.pigfarm.SRR5976183_ctg_283071_00002,-,ClassB,RF0054,6.3e-08,34.5,0.0,9.2e-08,33.9,0.0,1.1,1,0,0,1,1,1,1,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase   ",China.pigfarm.SRR5976183,ctg_283071,2
796,796,China.pigfarm.SRR5976186_ctg_176024_00003,-,ClassB,RF0054,6.1e-08,34.5,0.0,7.9e-08,34.2,0.0,1.4,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976186,ctg_176024,3
